ID,Domain,Phylum,Class,Order,Family,Genus,Species
ASV_10756,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Micrococcales, f__Micrococcaceae, g__Rothia, s__unclassified_Rothia
ASV_10757,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae, g__Leptotrichia, s__Leptotrichia_wadei
ASV_10758,d__Bacteria, p__Firmicutes, c__Bacilli, o__Staphylococcales, f__Gemellaceae, g__Gemella, s__unclassified_Gemella
ASV_10760,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Veillonellaceae, g__Veillonella, s__unclassified_Veillonella
ASV_10761,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__Capnocytophaga, s__unidentified
ASV_10762,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__Neisseria, s__unclassified_Neisseria
ASV_10763,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella_7, s__unclassified_Prevotella_7
ASV_10764,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella_7, s__Prevotella_baroniae
ASV_10765,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__Prevotella_shahii
ASV_10766,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Stomatobaculum, s__Eubacterium_sp.
ASV_10767,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Carnobacteriaceae, g__Granulicatella, s__unclassified_Granulicatella
ASV_10768,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__unclassified_Prevotella
ASV_10769,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__Neisseria, s__unclassified_Neisseria
ASV_10770,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__Streptococcus_vestibularis
ASV_10771,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas, s__unclassified_Porphyromonas
ASV_10772,d__Bacteria, p__Campylobacterota, c__Campylobacteria, o__Campylobacterales, f__Campylobacteraceae, g__Campylobacter, s__unclassified_Campylobacter
ASV_10773,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__unclassified_Prevotella
ASV_10774,d__Bacteria, p__Firmicutes, c__Clostridia, o__Peptostreptococcales-Tissierellales, f__Family_XI, g__Parvimonas, s__unclassified_Parvimonas
ASV_10775,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__Neisseria, s__unclassified_Neisseria
ASV_10777,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas, s__Porphyromonas_pasteri
ASV_10778,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Selenomonadaceae, g__Selenomonas, s__Selenomonas_sp.
ASV_10779,d__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridia_UCG-014, f__Clostridia_UCG-014, g__Clostridia_UCG-014, s__Clostridiales_bacterium
ASV_10782,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae, g__unclassified_Leptotrichiaceae, s__unclassified_Leptotrichiaceae
ASV_10784,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__Neisseria, s__unclassified_Neisseria
ASV_10786,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella_7, s__Prevotella_melaninogenica
ASV_10787,d__Bacteria, p__Actinobacteriota, c__Coriobacteriia, o__Coriobacteriales, f__Atopobiaceae, g__Atopobium, s__unclassified_Atopobium
ASV_10788,d__Bacteria, p__Firmicutes, c__Clostridia, o__Peptostreptococcales-Tissierellales, f__Anaerovoracaceae, g__[Eubacterium]_nodatum_group, s__[Eubacterium]_infirmum
ASV_10789,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__unclassified_Streptococcus
ASV_10790,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__unclassified_Prevotella
ASV_10791,d__Bacteria, p__Spirochaetota, c__Spirochaetia, o__Spirochaetales, f__Spirochaetaceae, g__Treponema, s__unclassified_Treponema
ASV_10792,d__Bacteria, p__Firmicutes, c__Bacilli, o__unclassified_Bacilli, f__unclassified_Bacilli, g__unclassified_Bacilli, s__unclassified_Bacilli
ASV_10793,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Actinomyces, s__unclassified_Actinomyces
ASV_10794,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__unclassified_Neisseriaceae, s__unclassified_Neisseriaceae
ASV_10796,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__Prevotella_oulorum
ASV_10797,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Butyrivibrio, s__unidentified
ASV_10798,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__P5D1-392, g__P5D1-392, s__Granulicatella_sp.
ASV_10799,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Veillonellaceae, g__Veillonella, s__unclassified_Veillonella
ASV_10801,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__Prevotella_loescheii
ASV_10803,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Stomatobaculum, s__Eubacterium_sp.
ASV_10804,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__unclassified_Streptococcus
ASV_10805,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Veillonellaceae, g__Veillonella, s__uncultured_methanogenic
ASV_10806,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Actinomyces, s__Schaalia_odontolytica
ASV_10807,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__Neisseria, s__unclassified_Neisseria
ASV_10808,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas, s__Porphyromonas_pasteri
ASV_10809,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas, s__Porphyromonas_pasteri
ASV_10810,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales, f__Pasteurellaceae, g__Aggregatibacter, s__Azospirillum_sp.
ASV_10811,d__Bacteria, p__unclassified_Bacteria, c__unclassified_Bacteria, o__unclassified_Bacteria, f__unclassified_Bacteria, g__unclassified_Bacteria, s__unclassified_Bacteria
ASV_10812,d__Bacteria, p__Synergistota, c__Synergistia, o__Synergistales, f__Synergistaceae, g__Fretibacterium, s__unclassified_Fretibacterium
ASV_10813,d__Bacteria, p__Patescibacteria, c__Saccharimonadia, o__Saccharimonadales, f__Saccharimonadaceae, g__TM7x, s__unclassified_TM7x
ASV_10814,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__Capnocytophaga, s__unclassified_Capnocytophaga
ASV_10815,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella_7, s__unclassified_Prevotella_7
ASV_10816,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__unclassified_Streptococcus
ASV_10817,d__Bacteria, p__Campylobacterota, c__Campylobacteria, o__Campylobacterales, f__Campylobacteraceae, g__Campylobacter, s__uncultured_organism
ASV_10818,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales, f__Pasteurellaceae, g__unclassified_Pasteurellaceae, s__unclassified_Pasteurellaceae
ASV_10820,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__Capnocytophaga, s__uncultured_bacterium
ASV_10821,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__Prevotella_aurantiaca
ASV_10822,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Actinomyces, s__unclassified_Actinomyces
ASV_10823,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Veillonellaceae, g__Megasphaera, s__Megasphaera_elsdenii
ASV_10824,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Micrococcales, f__unclassified_Micrococcales, g__unclassified_Micrococcales, s__unclassified_Micrococcales
ASV_10825,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Selenomonadaceae, g__Selenomonas, s__Selenomonas_sputigena
ASV_10826,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Micrococcales, f__Micrococcaceae, g__Rothia, s__Actinomyces_sp.
ASV_10827,d__Bacteria, p__Spirochaetota, c__Spirochaetia, o__Spirochaetales, f__Spirochaetaceae, g__Treponema, s__Treponema_sp.
ASV_10828,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Aerococcaceae, g__Abiotrophia, s__uncultured_bacterium
ASV_10829,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Selenomonadaceae, g__Selenomonas, s__unclassified_Selenomonas
ASV_10830,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales, f__Fusobacteriaceae, g__Fusobacterium, s__unclassified_Fusobacterium
ASV_10831,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__Neisseria, s__unclassified_Neisseria
ASV_10832,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__Neisseria, s__unclassified_Neisseria
ASV_10833,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Veillonellaceae, g__Veillonella, s__Veillonella_sp.
ASV_10834,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales, f__Pasteurellaceae, g__Aggregatibacter, s__unclassified_Aggregatibacter
ASV_10835,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Alloprevotella, s__uncultured_Prevotellaceae
ASV_10836,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__Prevotella_sp.
ASV_10837,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotellaceae_UCG-001, s__uncultured_bacterium
ASV_10838,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__unclassified_Streptococcus
ASV_10839,d__Bacteria, p__unclassified_Bacteria, c__unclassified_Bacteria, o__unclassified_Bacteria, f__unclassified_Bacteria, g__unclassified_Bacteria, s__unclassified_Bacteria
ASV_10840,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__Prevotella_nanceiensis
ASV_10841,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas, s__uncultured_bacterium
ASV_10842,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella_7, s__Prevotella_melaninogenica
ASV_10843,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Selenomonadaceae, g__unclassified_Selenomonadaceae, s__unclassified_Selenomonadaceae
ASV_10844,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Limosilactobacillus, s__unclassified_Limosilactobacillus
ASV_10845,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Alloprevotella, s__unclassified_Alloprevotella
ASV_10846,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Veillonellaceae, g__Veillonella, s__Veillonella_rogosae
ASV_10847,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas, s__uncultured_organism
ASV_10848,d__Bacteria, p__Campylobacterota, c__Campylobacteria, o__Campylobacterales, f__Campylobacteraceae, g__Campylobacter, s__unclassified_Campylobacter
ASV_10849,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella_7, s__Prevotella_melaninogenica
ASV_10850,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Cardiobacteriales, f__Cardiobacteriaceae, g__Cardiobacterium, s__unclassified_Cardiobacterium
ASV_10851,d__Bacteria, p__Actinobacteriota, c__Coriobacteriia, o__Coriobacteriales, f__Atopobiaceae, g__Atopobium, s__uncultured_bacterium
ASV_10852,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__unclassified_Pseudomonas
ASV_10854,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Weeksellaceae, g__Chryseobacterium, s__unclassified_Chryseobacterium
ASV_10855,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Catonella, s__unclassified_Catonella
ASV_10856,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__Capnocytophaga, s__unclassified_Capnocytophaga
ASV_10857,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella_7, s__Prevotella_sp.
ASV_10858,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__Neisseria, s__unclassified_Neisseria
ASV_10859,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__unclassified_Streptococcus
ASV_10861,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Selenomonadaceae, g__Selenomonas, s__Selenomonas_noxia
ASV_10862,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae, g__Leptotrichia, s__Leptotrichia_buccalis
ASV_10863,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__Prevotella_sp.
ASV_10864,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Propionibacteriales, f__Propionibacteriaceae, g__Pseudopropionibacterium, s__Pseudopropionibacterium_propionicum
ASV_10866,d__Bacteria, p__Firmicutes, c__Bacilli, o__unclassified_Bacilli, f__unclassified_Bacilli, g__unclassified_Bacilli, s__unclassified_Bacilli
ASV_10867,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__Neisseria, s__unclassified_Neisseria
ASV_10868,d__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__unclassified_Bacillaceae, s__unclassified_Bacillaceae
ASV_10869,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Corynebacteriales, f__Corynebacteriaceae, g__Corynebacterium, s__Corynebacterium_matruchotii
ASV_10870,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales, f__Pasteurellaceae, g__unclassified_Pasteurellaceae, s__unclassified_Pasteurellaceae
ASV_10873,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__unclassified_Streptococcus
ASV_10874,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnoanaerobaculum, s__unclassified_Lachnoanaerobaculum
ASV_10876,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__unclassified_Prevotella
ASV_10877,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Veillonellaceae, g__Veillonella, s__unclassified_Veillonella
ASV_10879,d__Bacteria, p__Spirochaetota, c__Spirochaetia, o__Spirochaetales, f__Spirochaetaceae, g__Treponema, s__unidentified
ASV_10880,d__Bacteria, p__unclassified_Bacteria, c__unclassified_Bacteria, o__unclassified_Bacteria, f__unclassified_Bacteria, g__unclassified_Bacteria, s__unclassified_Bacteria
ASV_10881,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__unclassified_Lactobacillales, g__unclassified_Lactobacillales, s__unclassified_Lactobacillales
ASV_10882,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Micrococcales, f__Micrococcaceae, g__Rothia, s__unclassified_Rothia
ASV_10884,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas, s__Porphyromonas_pasteri
ASV_10885,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae, g__Leptotrichia, s__unclassified_Leptotrichia
ASV_10887,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__Neisseria, s__unclassified_Neisseria
ASV_10888,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__unclassified_Streptococcus
ASV_10889,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Burkholderiaceae, g__Lautropia, s__uncultured_bacterium
ASV_10891,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__Prevotella_shahii
ASV_10893,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Selenomonadaceae, g__Selenomonas, s__unclassified_Selenomonas
ASV_10894,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__Neisseria, s__unclassified_Neisseria
ASV_10895,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae, g__Leptotrichia, s__Leptotrichia_sp.
ASV_10897,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__Neisseria, s__unclassified_Neisseria
ASV_10898,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Actinomyces, s__Actinomyces_graevenitzii
ASV_10899,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Actinomyces, s__Actinomyces_graevenitzii
ASV_10900,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__Prevotella_sp.
ASV_10901,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales, f__Fusobacteriaceae, g__Fusobacterium, s__unclassified_Fusobacterium
ASV_10903,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Tannerella, s__Tannerella_sp.
ASV_10904,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__Neisseria, s__uncultured_bacterium
ASV_10905,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__unclassified_Burkholderiales, g__unclassified_Burkholderiales, s__unclassified_Burkholderiales
ASV_10906,d__Bacteria, p__Actinobacteriota, c__Coriobacteriia, o__Coriobacteriales, f__Atopobiaceae, g__Atopobium, s__uncultured_bacterium
ASV_10907,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella_7, s__unclassified_Prevotella_7
ASV_10908,d__Bacteria, p__unclassified_Bacteria, c__unclassified_Bacteria, o__unclassified_Bacteria, f__unclassified_Bacteria, g__unclassified_Bacteria, s__unclassified_Bacteria
ASV_10910,d__Bacteria, p__Spirochaetota, c__Spirochaetia, o__Spirochaetales, f__Spirochaetaceae, g__Treponema, s__uncultured_bacterium
ASV_10911,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__Neisseria, s__unclassified_Neisseria
ASV_10912,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae, g__Leptotrichia, s__uncultured_organism
ASV_10913,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Micrococcales, f__Micrococcaceae, g__Rothia, s__unclassified_Rothia
ASV_10914,d__Bacteria, p__Campylobacterota, c__Campylobacteria, o__Campylobacterales, f__Campylobacteraceae, g__Campylobacter, s__unclassified_Campylobacter
ASV_10916,d__Bacteria, p__unclassified_Bacteria, c__unclassified_Bacteria, o__unclassified_Bacteria, f__unclassified_Bacteria, g__unclassified_Bacteria, s__unclassified_Bacteria
